1117072	7712.49512	4282109300866	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29191	0.17748	29.41422	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00682	1	-0.53333	0.52315	0	START_TRIAL
1117073	7712.50195	4282109371401	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29098	0.17774	32.90675	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00684	1	-0.53333	0.52315	0	
1117074	7712.50830	4282109433636	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29182	0.17751	30.07553	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00684	1	-0.53333	0.52315	0	
1117075	7712.51514	4282109501068	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29206	0.17726	31.25835	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00682	1	-0.53333	0.52315	0	
1117076	7712.52197	4282109570161	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29149	0.17705	32.18675	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00710	1	-0.53333	0.52315	0	
1117077	7712.52832	4282109635325	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29205	0.17693	30.07701	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00706	1	-0.53333	0.52315	0	
1117078	7712.53467	4282109700251	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29215	0.17728	29.56853	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00689	1	-0.53333	0.52315	0	
1117079	7712.54150	4282109768566	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29135	0.17764	31.31520	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00691	1	-0.53333	0.52315	0	
1117080	7712.54980	4282109848178	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29180	0.17805	31.03204	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00700	1	-0.53333	0.52315	0	
1117081	7712.55518	4282109905735	0.00000	0.00000	7700.96680	0.10742	15893	0	0.46961	0.76072	0	0.42608	0.85450	0	0.42608	0.85450	0	0.31897	0.56451	12.62541	0.98737	0	0.29195	0.17735	31.08413	0.98737	1	-0.04446	-0.01419	0.64596	0.00340	1	0.01631	-0.01094	0.62330	0.00710	1	-0.53333	0.52315	0	
