"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","correct","correct_job_description","correct_new_1_sketchpad","correct_new_2_sketchpad","correct_new_keyboard_response","correct_participant_response","correct_showCV","correct_type","correct_y_n_response","count_break_screen","count_experiment","count_fixation_cross","count_getting_started","count_image","count_image_delay","count_instruction","count_job_description","count_new_1_inline_script","count_new_1_sketchpad","count_new_2_sketchpad","count_new_advanced_delay","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_participant_response","count_pygaze_log_image","count_pygaze_log_instruction","count_showCV","count_trial_loop","count_trial_sequence","count_welcome","count_y_n_response","datetime","delay_image_delay","delay_new_advanced_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","image_file","key","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_job_description","response_new_1_sketchpad","response_new_2_sketchpad","response_new_keyboard_response","response_new_sketchpad","response_participant_response","response_showCV","response_time","response_time_instruction","response_time_job_description","response_time_new_1_sketchpad","response_time_new_2_sketchpad","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_participant_response","response_time_showCV","response_time_welcome","response_time_y_n_response","response_welcome","response_y_n_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_break_screen","time_experiment","time_fixation_cross","time_getting_started","time_image","time_image_delay","time_instruction","time_job_description","time_new_1_inline_script","time_new_1_sketchpad","time_new_2_sketchpad","time_new_advanced_delay","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_participant_response","time_pygaze_log_image","time_pygaze_log_instruction","time_showCV","time_trial_loop","time_trial_sequence","time_welcome","time_y_n_response","title","total_correct","total_response_time","total_responses","width"
"100","100","11263","11263","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","0","0","0","0","0","NA","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","NA","0","0","0","NA","0","0","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_goodSort_emilia.png","space","legacy","0","0","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","11263.0","NA","28837","6300","8594","NA","NA","11263","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1255888","1156531","1255939","NA","1258483","NA","NA","1215272","1156535","1244113","1206675","NA","1255888","NA","1270901","1156535","1255890","1250486","NA","NA","1258494","1269757","1258439","NA","1250413","1250486","NA","NA","RESUME ","1","11263.0","1","1920"
"100","100","17189","17189","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","1","0","1","0","1","NA","NA","0","0","0","0","NA","1","NA","1","0","1","1","1","NA","1","1","1","NA","0","1","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_badSort_viktor.png","space","legacy","1","1","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","23115.0","NA","28837","6300","8594","NA","NA","23115","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1271200","1156531","1279600","NA","1290264","NA","NA","1215272","1156535","1244113","1206675","NA","1271200","NA","1315604","1156535","1279574","1271189","1270908","NA","1290266","1313382","1282100","NA","1250413","1271189","NA","NA","RESUME ","2","34378.0","2","1920"
"100","100","16246","16246","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","2","0","2","0","2","NA","NA","0","0","0","0","NA","2","NA","2","0","2","2","2","NA","2","2","2","NA","0","2","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_ goodSort_aisha.png","space","legacy","2","2","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","14360.0","NA","28837","6300","8594","NA","NA","14360","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1315691","1156531","1317078","NA","1319629","NA","NA","1215272","1156535","1244113","1206675","NA","1315691","NA","1335360","1156535","1317053","1315683","1315607","NA","1319629","1333989","1319578","NA","1250413","1315683","NA","NA","RESUME ","3","48738.0","3","1920"
"100","100","17522","17522","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","3","0","3","0","3","NA","NA","0","0","0","0","NA","3","NA","3","0","3","3","3","NA","3","3","3","NA","0","3","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_ goodSort_hannah.png","space","legacy","3","3","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","21352.0","NA","28837","6300","8594","NA","NA","21352","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1335435","1156531","1336480","NA","1339044","NA","NA","1215272","1156535","1244113","1206675","NA","1335435","NA","1362477","1156535","1336454","1335427","1335361","NA","1339045","1360397","1338980","NA","1250413","1335427","NA","NA","RESUME ","4","70090.0","4","1920"
"100","100","18718","18718","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","4","0","4","0","4","NA","NA","0","0","0","0","NA","4","NA","4","0","4","4","4","NA","4","4","4","NA","0","4","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_badSort_rahul.png","space","legacy","4","4","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","23503.0","NA","28837","6300","8594","NA","NA","23503","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1362569","1156531","1363671","NA","1366229","NA","NA","1215272","1156535","1244113","1206675","NA","1362569","NA","1392051","1156535","1363645","1362558","1362479","NA","1366229","1389733","1366171","NA","1250413","1362558","NA","NA","RESUME ","5","93593.0","5","1920"
"100","100","21726","21726","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","5","0","5","0","5","NA","NA","0","0","0","0","NA","5","NA","5","0","5","5","5","NA","5","5","5","NA","0","5","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_badSort_david.png","space","legacy","5","5","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","36763.0","NA","28837","6300","8594","NA","NA","36763","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1392149","1156531","1394215","NA","1396775","NA","NA","1215272","1156535","1244113","1206675","NA","1392149","NA","1437050","1156535","1394189","1392138","1392052","NA","1396777","1433541","1396715","NA","1250413","1392138","NA","NA","RESUME ","6","130356.0","6","1920"
"100","100","20712","20712","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","6","0","6","0","6","NA","NA","0","0","0","0","NA","6","NA","6","0","6","6","6","NA","6","6","6","NA","0","6","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_goodSort_kare.png","space","legacy","6","6","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","14628.0","NA","28837","6300","8594","NA","NA","14628","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1437150","1156531","1440802","NA","1443352","NA","NA","1215272","1156535","1244113","1206675","NA","1437150","NA","1459391","1156535","1440773","1437140","1437051","NA","1443353","1457981","1443302","NA","1250413","1437140","NA","NA","RESUME ","7","144984.0","7","1920"
"100","100","19260","19260","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","7","0","7","0","7","NA","NA","0","0","0","0","NA","7","NA","7","0","7","7","7","NA","7","7","7","NA","0","7","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_goodSort_hans.png","space","legacy","7","7","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","9097.0","NA","28837","6300","8594","NA","NA","9097","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1459472","1156531","1460934","NA","1463490","NA","NA","1215272","1156535","1244113","1206675","NA","1459472","NA","1473530","1156535","1460909","1459463","1459393","NA","1463491","1472589","1463434","NA","1250413","1459463","NA","NA","RESUME ","8","154081.0","8","1920"
"100","100","19110","19110","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","8","0","8","0","8","NA","NA","0","0","0","0","NA","8","NA","8","0","8","8","8","NA","8","8","8","NA","0","8","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_goodSort_lea.png","space","legacy","8","8","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","17915.0","NA","28837","6300","8594","NA","NA","17915","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1473623","1156531","1474568","NA","1477114","NA","NA","1215272","1156535","1244113","1206675","NA","1473623","NA","1496669","1156535","1474542","1473611","1473531","NA","1477114","1495029","1477069","NA","1250413","1473611","NA","NA","RESUME ","9","171996.0","9","1920"
"100","100","17675","17675","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","9","0","9","0","9","NA","NA","0","0","0","0","NA","9","NA","9","0","9","9","9","NA","9","9","9","NA","0","9","NA","NA","Thu Aug 22 16:19:26 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_noPic_ badSort_maria.png","space","legacy","9","9","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-12/subject-12.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","4759.0","NA","28837","6300","8594","NA","NA","4759","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","12","even","1496771","1156531","1497494","NA","1500051","NA","NA","1215272","1156535","1244113","1206675","NA","1496771","NA","1505265","1156535","1497469","1496762","1496671","NA","1500053","1504813","1499994","NA","1250413","1496762","NA","NA","RESUME ","10","176755.0","10","1920"
