CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
28725	194.20093	6058200732425	0.39369	0.55458	193.97993	0.22099	747	1	0.38527	0.50539	1	0.40881	0.58924	1	0.39704	0.54732	1	0.37672	0.51496	15.24063	1.00280	1	0.62730	0.48177	14.91657	1.00280	1	-0.03064	-0.00431	0.66026	0.00321	1	0.03260	0.00238	0.65977	0.00318	1	0.46198	0.55000	0	
28726	194.20761	6058200799180	0.39394	0.55501	193.97993	0.22768	747	1	0.39198	0.56893	1	0.41291	0.57050	1	0.40245	0.56971	1	0.37677	0.51502	15.37866	1.00280	1	0.62732	0.48178	14.84795	1.00280	1	-0.03064	-0.00431	0.66026	0.00320	1	0.03260	0.00238	0.65977	0.00319	1	0.46198	0.55000	0	
28727	194.21460	6058200869136	0.39418	0.55542	193.97993	0.23466	747	1	0.39198	0.56893	1	0.41291	0.57050	1	0.40245	0.56971	1	0.37683	0.51492	15.09411	1.00280	1	0.62713	0.48194	14.39314	1.00280	1	-0.03074	-0.00427	0.66230	0.00320	1	0.03260	0.00238	0.65977	0.00326	1	0.46198	0.55000	0	
28728	194.22113	6058200934408	0.39426	0.55595	193.97993	0.24120	747	1	0.39354	0.56711	1	0.40087	0.58307	1	0.39720	0.57509	1	0.37679	0.51491	15.25510	1.00280	1	0.62720	0.48190	14.69297	1.00280	1	-0.03074	-0.00427	0.66230	0.00316	1	0.03260	0.00238	0.65977	0.00323	1	0.46198	0.55000	0	
28729	194.22783	6058201001325	0.39434	0.55593	193.97993	0.24789	747	1	0.39298	0.53391	1	0.40160	0.57638	1	0.39729	0.55515	1	0.37679	0.51494	15.16993	1.00280	1	0.62718	0.48186	14.29976	1.00280	1	-0.03074	-0.00427	0.66230	0.00319	1	0.03260	0.00238	0.65977	0.00332	1	0.46198	0.55000	0	
28730	194.23460	6058201069118	0.39441	0.55591	193.97993	0.25467	747	1	0.39298	0.53391	1	0.40160	0.57638	1	0.39729	0.55515	1	0.37679	0.51500	15.41073	1.00280	1	0.62695	0.48124	14.37434	1.00280	1	-0.03064	-0.00431	0.66026	0.00315	1	0.03260	0.00238	0.65977	0.00329	1	0.46198	0.55000	0	
28731	194.24118	6058201134869	0.39450	0.55610	193.97993	0.26125	747	1	0.39895	0.54842	1	0.39640	0.57844	1	0.39767	0.56343	1	0.37676	0.51498	15.48927	1.00280	1	0.62725	0.48161	14.82165	1.00280	1	-0.03064	-0.00431	0.66026	0.00317	1	0.03260	0.00238	0.65977	0.00317	1	0.46198	0.55000	0	
28732	194.24799	6058201202943	0.39488	0.55713	193.97993	0.26805	747	1	0.40973	0.60203	1	0.41054	0.59438	1	0.41013	0.59820	1	0.37678	0.51498	15.41156	1.00280	1	0.62721	0.48150	14.99256	1.00280	1	-0.03064	-0.00431	0.66026	0.00315	1	0.03260	0.00238	0.65977	0.00306	1	0.46198	0.55000	0	
28733	194.25462	6058201269320	0.39524	0.55810	193.97993	0.27469	747	1	0.40973	0.60203	1	0.41054	0.59438	1	0.41013	0.59820	1	0.37685	0.51484	15.06061	1.00280	1	0.62716	0.48139	14.56521	1.00280	1	-0.03074	-0.00427	0.66230	0.00319	1	0.03260	0.00238	0.65977	0.00305	1	0.46198	0.55000	0	
28734	194.26144	6058201337506	0.39598	0.55838	193.97993	0.28151	747	1	0.45386	0.56570	1	0.40000	0.57409	1	0.42693	0.56989	1	0.37691	0.51497	15.05839	1.00280	1	0.62724	0.48139	14.76079	1.00280	1	-0.03074	-0.00427	0.66230	0.00328	1	0.03260	0.00238	0.65977	0.00307	1	0.46198	0.55000	0	
28735	194.26817	6058201404799	0.39615	0.55793	193.97993	0.28824	747	1	0.41509	0.53458	1	0.39191	0.54248	1	0.40350	0.53853	1	0.37673	0.51489	15.19762	1.00280	1	0.62693	0.48132	14.52993	1.00280	1	-0.03074	-0.00427	0.66230	0.00314	1	0.03260	0.00238	0.65977	0.00303	1	0.46198	0.55000	0	
28736	194.27461	6058201469191	0.39631	0.55750	193.97993	0.29468	747	1	0.41509	0.53458	1	0.39191	0.54248	1	0.40350	0.53853	1	0.37679	0.51491	15.25510	1.00280	1	0.62715	0.48188	14.45455	1.00280	1	-0.03064	-0.00431	0.66026	0.00316	1	0.03260	0.00238	0.65977	0.00330	1	0.46198	0.55000	0	
28737	194.28134	6058201536581	0.39694	0.55757	193.97993	0.30141	747	1	0.43777	0.54960	1	0.41294	0.57248	1	0.42536	0.56104	1	0.37687	0.51475	14.76897	1.00280	1	0.62723	0.48148	14.53221	1.00280	1	-0.03064	-0.00431	0.66026	0.00341	1	0.03260	0.00238	0.65977	0.00310	1	0.46198	0.55000	0	
28738	194.28799	6058201603078	0.39726	0.55840	193.97993	0.30806	747	1	0.42075	0.59764	1	0.40265	0.59562	1	0.41170	0.59663	1	0.37675	0.51501	15.46454	1.00280	1	0.62723	0.48177	14.47291	1.00280	1	-0.03064	-0.00431	0.66026	0.00312	1	0.03260	0.00238	0.65977	0.00321	1	0.46198	0.55000	0	
28739	194.29483	6058201671341	0.39756	0.55920	193.97993	0.31490	747	1	0.42075	0.59764	1	0.40265	0.59562	1	0.41170	0.59663	1	0.37675	0.51501	15.46454	1.00280	1	0.62712	0.48185	15.24290	1.00280	1	-0.03064	-0.00431	0.66026	0.00313	1	0.03260	0.00238	0.65977	0.00326	1	0.46198	0.55000	0	
28740	194.30164	6058201739457	0.39804	0.56006	193.97993	0.32170	747	1	0.39285	0.53507	1	0.42870	0.62581	1	0.41077	0.58044	1	0.37690	0.51499	15.07954	1.00280	1	0.62736	0.48184	14.91190	1.00280	1	-0.03064	-0.00431	0.66026	0.00326	1	0.03260	0.00238	0.65977	0.00321	1	0.46198	0.55000	0	
28741	194.30817	6058201804832	0.39853	0.56015	193.97993	0.32823	747	1	0.44947	0.59910	1	0.40000	0.54925	1	0.42473	0.57418	1	0.37678	0.51492	15.27797	1.00280	1	0.62714	0.48170	14.91985	1.00280	1	-0.03064	-0.00431	0.66026	0.00314	1	0.03260	0.00238	0.65977	0.00322	1	0.46198	0.55000	0	
28742	194.31522	6058201875229	0.39903	0.56028	193.97993	0.33528	747	1	0.44947	0.59910	1	0.39925	0.54382	1	0.42436	0.57146	1	0.37684	0.51486	15.01013	1.00280	1	0.62737	0.48166	14.87007	1.01061	1	-0.03064	-0.00431	0.66026	0.00317	1	0.03401	0.00247	0.68731	0.00318	1	0.46198	0.55000	0	
28743	194.32178	6058201940829	0.39952	0.56102	193.97993	0.34184	747	1	0.43197	0.59510	1	0.40086	0.58453	1	0.41641	0.58982	1	0.37695	0.51501	14.98558	1.01061	1	0.62738	0.48192	14.90159	1.01842	1	-0.03064	-0.00431	0.66026	0.00327	1	0.03401	0.00247	0.68731	0.00326	1	0.46198	0.55000	0	
28744	194.32846	6058202007706	0.39955	0.56149	193.97993	0.34853	747	1	0.41559	0.60501	1	0.38804	0.56661	1	0.40182	0.58581	1	0.37706	0.51494	14.80002	1.01842	1	0.62712	0.48199	14.47205	1.02624	1	-0.03064	-0.00431	0.66026	0.00331	1	0.03401	0.00247	0.68731	0.00330	1	0.46198	0.55000	0	
28745	194.33502	6058202073256	0.39961	0.56217	193.97993	0.35509	747	1	0.41550	0.60455	1	0.38876	0.57125	1	0.40213	0.58790	1	0.37648	0.51524	15.09958	1.01925	1	0.62690	0.48189	14.97320	1.01925	1	-0.02965	-0.00421	0.63784	0.00312	1	0.03234	0.00221	0.65444	0.00330	1	0.46198	0.55000	0	
28746	194.34183	6058202141329	0.40010	0.56250	193.97993	0.36189	747	1	0.41348	0.55527	1	0.40294	0.59315	1	0.40821	0.57421	1	0.37657	0.51538	15.13953	1.01226	1	0.62686	0.48187	15.06880	1.00444	1	-0.02965	-0.00421	0.63784	0.00309	1	0.03234	0.00221	0.65444	0.00330	1	0.46198	0.55000	0	
28747	194.34848	6058202207855	0.40019	0.56239	193.97993	0.36855	747	1	0.39710	0.51021	1	0.39642	0.62122	1	0.39676	0.56572	1	0.37648	0.51529	15.00463	0.99745	1	0.62692	0.48204	15.07536	0.98964	1	-0.02965	-0.00421	0.63784	0.00324	1	0.03234	0.00221	0.65444	0.00316	1	0.46198	0.55000	0	
28748	194.35519	6058202275007	0.40032	0.56257	193.97993	0.37526	747	1	0.39916	0.52009	1	0.39792	0.63053	1	0.39854	0.57531	1	0.37661	0.51537	15.33806	0.98265	1	0.62709	0.48194	14.93172	0.97484	1	-0.02965	-0.00421	0.63784	0.00311	1	0.03234	0.00221	0.65444	0.00315	1	0.46198	0.55000	0	
28749	194.36176	6058202340628	0.40077	0.56416	193.97993	0.38182	747	1	0.40419	0.60857	1	0.39388	0.59705	1	0.39903	0.60281	1	0.37659	0.51535	15.47334	0.97484	1	0.62735	0.48190	14.45687	0.97484	1	-0.02965	-0.00421	0.63784	0.00306	1	0.03234	0.00221	0.65444	0.00317	1	0.46198	0.55000	0	
28750	194.36845	6058202407691	0.40166	0.56514	193.97993	0.38852	747	1	0.40663	0.58220	1	0.40802	0.61986	1	0.40733	0.60103	1	0.37667	0.51539	15.30681	0.97484	1	0.62696	0.48200	15.05963	0.97484	1	-0.02965	-0.00421	0.63784	0.00315	1	0.03234	0.00221	0.65444	0.00320	1	0.46198	0.55000	0	
28751	194.37524	6058202475491	0.40253	0.56599	193.97993	0.39531	747	1	0.40570	0.57794	1	0.40665	0.61041	1	0.40617	0.59417	1	0.37659	0.51530	15.29481	0.98183	1	0.62710	0.48210	15.23191	0.98964	1	-0.03043	-0.00438	0.65568	0.00307	1	0.03401	0.00232	0.68731	0.00320	1	0.46198	0.55000	0	
28752	194.38202	6058202543273	0.40290	0.56673	193.97993	0.40208	747	1	0.39270	0.56997	1	0.41469	0.59535	1	0.40370	0.58266	1	0.37656	0.51529	15.43386	0.99663	1	0.62738	0.48210	14.71855	1.00444	1	-0.03043	-0.00438	0.65568	0.00310	1	0.03401	0.00232	0.68731	0.00319	1	0.46198	0.55000	0	
28753	194.38852	6058202608252	0.40324	0.56722	193.97993	0.40858	747	1	0.39735	0.52089	1	0.39534	0.54585	1	0.39635	0.53337	1	0.37659	0.51530	15.29481	1.01143	1	0.62736	0.48195	14.75242	1.01925	1	-0.03043	-0.00438	0.65568	0.00307	1	0.03401	0.00232	0.68731	0.00326	1	0.46198	0.55000	0	
28754	194.39537	6058202676777	0.40355	0.56752	193.97993	0.41544	747	1	0.39532	0.51131	1	0.39390	0.53567	1	0.39461	0.52349	1	0.37665	0.51510	15.51071	1.02624	1	0.62718	0.48199	14.39181	1.03405	1	-0.03074	-0.00437	0.66230	0.00306	1	0.03381	0.00241	0.68318	0.00330	1	0.46198	0.55000	0	
28755	194.40211	6058202744229	0.40376	0.56847	193.97993	0.42218	747	1	0.37880	0.62105	1	0.41096	0.54813	1	0.39488	0.58459	1	0.37667	0.51516	15.51546	1.03405	1	0.62703	0.48192	14.65433	1.03405	1	-0.03074	-0.00437	0.66230	0.00311	1	0.03381	0.00241	0.68318	0.00335	1	0.46198	0.55000	0	
28756	194.40877	6058202810816	0.40398	0.56934	193.97993	0.42883	747	1	0.39977	0.60276	1	0.40858	0.55266	1	0.40417	0.57771	1	0.37684	0.51505	14.82834	1.03405	1	0.62744	0.48199	14.55421	1.03405	1	-0.03074	-0.00437	0.66230	0.00311	1	0.03381	0.00241	0.68318	0.00333	1	0.46198	0.55000	0	
28757	194.41534	6058202876498	0.40421	0.57020	193.97993	0.43541	747	1	0.39977	0.60276	1	0.40858	0.55266	1	0.40417	0.57771	1	0.37678	0.51490	15.34372	1.03405	1	0.62739	0.48195	14.83954	1.03405	1	-0.03074	-0.00437	0.66230	0.00310	1	0.03381	0.00241	0.68318	0.00328	1	0.46198	0.55000	0	
28758	194.42213	6058202944408	0.40422	0.57025	193.97993	0.44220	747	1	0.40602	0.56854	1	0.38767	0.56709	1	0.39685	0.56781	1	0.37680	0.51504	15.56794	1.03405	1	0.62736	0.48195	14.61450	1.03405	1	-0.03074	-0.00437	0.66230	0.00314	1	0.03381	0.00241	0.68318	0.00329	1	0.46198	0.55000	0	
28759	194.42909	6058203014052	0.40433	0.57097	193.97993	0.44916	747	1	0.39620	0.56563	1	0.35515	0.54977	1	0.37568	0.55770	1	0.37692	0.51486	14.97262	1.03405	1	0.62740	0.48185	14.75230	1.03405	1	-0.03074	-0.00437	0.66230	0.00317	1	0.03381	0.00241	0.68318	0.00331	1	0.46198	0.55000	0	
28760	194.43558	6058203078930	0.40444	0.57163	193.97993	0.45564	747	1	0.39620	0.56563	1	0.35515	0.54977	1	0.37568	0.55770	1	0.37682	0.51506	15.44410	1.03405	1	0.62740	0.48184	14.73401	1.03405	1	-0.03074	-0.00437	0.66230	0.00315	1	0.03381	0.00241	0.68318	0.00331	1	0.46198	0.55000	0	
28761	194.44223	6058203145434	0.40397	0.57205	193.97993	0.46230	747	1	0.41015	0.63220	1	0.34070	0.50567	1	0.37543	0.56893	1	0.37677	0.51506	15.59568	1.03405	1	0.62735	0.48182	14.76462	1.03405	1	-0.03074	-0.00437	0.66230	0.00313	1	0.03381	0.00241	0.68318	0.00330	1	0.46198	0.55000	0	
28762	194.44897	6058203212788	0.40324	0.57194	193.97993	0.46904	747	1	0.39810	0.57626	1	0.35479	0.52226	1	0.37644	0.54926	1	0.37693	0.51521	15.46939	1.03405	1	0.62735	0.48191	14.88926	1.03405	1	-0.03074	-0.00437	0.66230	0.00316	1	0.03381	0.00241	0.68318	0.00326	1	0.46198	0.55000	0	
28763	194.45561	6058203279253	0.40246	0.57158	193.97993	0.47568	747	1	0.39705	0.57170	1	0.35377	0.51669	1	0.37541	0.54420	1	0.37687	0.51523	15.64640	1.04191	1	0.62741	0.48184	14.89181	1.04191	1	-0.03135	-0.00447	0.67656	0.00313	1	0.03401	0.00247	0.68731	0.00327	1	0.46198	0.55000	0	
28764	194.46219	6058203344995	0.40223	0.57142	193.97993	0.48225	747	1	0.39874	0.58984	1	0.35095	0.52462	1	0.37485	0.55723	1	0.37694	0.51527	15.66096	1.04978	1	0.62739	0.48182	14.87866	1.04978	1	-0.03135	-0.00447	0.67656	0.00311	1	0.03401	0.00247	0.68731	0.00327	1	0.46198	0.55000	0	
28765	194.46912	6058203414326	0.40148	0.57080	193.97993	0.48918	747	1	0.40300	0.57254	1	0.36054	0.51942	1	0.38177	0.54598	1	0.37689	0.51526	15.70088	1.05764	1	0.62738	0.48189	14.77228	1.05764	1	-0.03135	-0.00447	0.67656	0.00309	1	0.03401	0.00247	0.68731	0.00325	1	0.46198	0.55000	0	
28766	194.47557	6058203478771	0.40071	0.57002	193.97993	0.49564	747	1	0.40200	0.56806	1	0.35959	0.51396	1	0.38080	0.54101	1	0.37695	0.51519	15.71667	1.06550	1	0.62738	0.48197	14.71990	1.06550	1	-0.03135	-0.00447	0.67656	0.00318	1	0.03401	0.00247	0.68731	0.00330	1	0.46198	0.55000	0	
28767	194.48242	6058203547302	0.40049	0.56995	193.97993	0.50249	747	1	0.41205	0.55161	1	0.36602	0.56645	1	0.38903	0.55903	1	0.37684	0.51526	15.42239	1.06550	1	0.62739	0.48195	14.70473	1.06550	1	-0.03135	-0.00447	0.67656	0.00315	1	0.03401	0.00247	0.68731	0.00327	1	0.46198	0.55000	0	
28768	194.48911	6058203614140	0.39988	0.56983	193.97993	0.50917	747	1	0.40857	0.57711	1	0.35435	0.53366	1	0.38146	0.55538	1	0.37688	0.51525	15.53095	1.06550	1	0.62738	0.48169	14.64371	1.06550	1	-0.03135	-0.00447	0.67656	0.00312	1	0.03401	0.00247	0.68731	0.00322	1	0.46198	0.55000	0	
28769	194.49588	6058203681848	0.39926	0.56960	193.97993	0.51595	747	1	0.40857	0.57711	1	0.35435	0.53366	1	0.38146	0.55538	1	0.37689	0.51530	15.23532	1.06550	1	0.62745	0.48157	14.82796	1.06550	1	-0.03135	-0.00447	0.67656	0.00322	1	0.03401	0.00247	0.68731	0.00324	1	0.46198	0.55000	0	
28770	194.50256	6058203748706	0.39918	0.56958	193.97993	0.52263	747	1	0.41023	0.56124	1	0.37610	0.57048	1	0.39317	0.56586	1	0.37679	0.51505	15.48920	1.06550	1	0.62743	0.48155	14.82844	1.06550	1	-0.03135	-0.00447	0.67656	0.00314	1	0.03401	0.00247	0.68731	0.00324	1	0.46198	0.55000	0	
28771	194.50911	6058203814212	0.39882	0.56883	193.97993	0.52917	747	1	0.41283	0.57476	1	0.36672	0.55167	1	0.38977	0.56322	1	0.37704	0.51504	14.81697	1.06550	1	0.62745	0.48164	14.83268	1.06550	1	-0.03135	-0.00447	0.67656	0.00318	1	0.03401	0.00247	0.68731	0.00322	1	0.46198	0.55000	0	
28772	194.51591	6058203882182	0.39846	0.56807	193.97993	0.53598	747	1	0.41283	0.57476	1	0.36672	0.55167	1	0.38977	0.56322	1	0.37683	0.51508	15.43647	1.06550	1	0.62744	0.48159	14.82945	1.06550	1	-0.03135	-0.00447	0.67656	0.00315	1	0.03401	0.00247	0.68731	0.00323	1	0.46198	0.55000	0	
28773	194.52266	6058203949724	0.39866	0.56788	193.97993	0.54272	747	1	0.40040	0.53293	1	0.41315	0.54356	1	0.40677	0.53824	1	0.37683	0.51502	15.20300	1.06550	1	0.62744	0.48152	14.98672	1.06550	1	-0.03135	-0.00447	0.67656	0.00317	1	0.03401	0.00247	0.68731	0.00323	1	0.46198	0.55000	0	
28774	194.52924	6058204015497	0.39856	0.56754	193.97993	0.54930	747	1	0.39348	0.57343	1	0.40120	0.53323	1	0.39734	0.55333	1	0.37679	0.51517	15.56414	1.06550	1	0.62744	0.48162	14.81401	1.06550	1	-0.03135	-0.00447	0.67656	0.00315	1	0.03401	0.00247	0.68731	0.00323	1	0.46198	0.55000	0	
28775	194.53603	6058204083404	0.39845	0.56720	193.97993	0.55609	747	1	0.39348	0.57343	1	0.40120	0.53323	1	0.39734	0.55333	1	0.37694	0.51509	15.32128	1.06550	1	0.62743	0.48151	14.91154	1.06550	1	-0.03135	-0.00447	0.67656	0.00320	1	0.03401	0.00247	0.68731	0.00324	1	0.46198	0.55000	0	
28776	194.54274	6058204150520	0.39851	0.56643	193.97993	0.56281	747	1	0.39894	0.53457	1	0.40121	0.54176	1	0.40008	0.53816	1	0.37695	0.51501	15.24894	1.06550	1	0.62741	0.48156	14.92749	1.06550	1	-0.03135	-0.00447	0.67656	0.00317	1	0.03401	0.00247	0.68731	0.00324	1	0.46198	0.55000	0	
28777	194.54927	6058204215750	0.39882	0.56629	193.97993	0.56934	747	1	0.40466	0.54355	1	0.41945	0.55275	1	0.41206	0.54815	1	0.37683	0.51512	15.68581	1.06550	1	0.62743	0.48149	14.81524	1.06550	1	-0.03135	-0.00447	0.67656	0.00312	1	0.03401	0.00247	0.68731	0.00325	1	0.46198	0.55000	0	
28778	194.55606	6058204283660	0.39912	0.56614	193.97993	0.57613	747	1	0.40466	0.54355	1	0.41945	0.55275	1	0.41206	0.54815	1	0.37704	0.51509	15.73456	1.06550	1	0.62746	0.48153	14.87346	1.06550	1	-0.03135	-0.00447	0.67656	0.00315	1	0.03401	0.00247	0.68731	0.00320	1	0.46198	0.55000	0	
28779	194.56371	6058204360157	0.39853	0.56519	193.97993	0.58377	747	1	0.40270	0.52891	1	0.33537	0.50696	1	0.36904	0.51794	1	0.37698	0.51505	15.61600	1.06550	1	0.62741	0.48145	14.88176	1.06550	1	-0.03135	-0.00447	0.67656	0.00315	1	0.03401	0.00247	0.68731	0.00328	1	0.46198	0.55000	0	
28780	194.56947	6058204417862	0.39826	0.56412	193.97993	0.58954	747	1	0.40714	0.50291	1	0.38706	0.59041	1	0.39710	0.54666	1	0.37715	0.51513	15.50254	1.06550	1	0.62741	0.48156	14.92749	1.06550	1	-0.03135	-0.00447	0.67656	0.00323	1	0.03401	0.00247	0.68731	0.00324	1	0.46198	0.55000	0	
28781	194.57603	6058204483501	0.39800	0.56315	193.97993	0.59610	747	1	0.40809	0.50787	1	0.38785	0.59525	1	0.39797	0.55156	1	0.37708	0.51510	15.29759	1.05764	1	0.62750	0.48162	14.90304	1.05764	1	-0.03072	-0.00438	0.66397	0.00322	1	0.03401	0.00247	0.68731	0.00322	1	0.46198	0.55000	0	
28782	194.58270	6058204550209	0.39725	0.56291	193.97993	0.60277	747	1	0.38929	0.54261	1	0.39193	0.57463	1	0.39061	0.55862	1	0.37708	0.51523	15.25453	1.04978	1	0.62746	0.48149	15.11643	1.04978	1	-0.03072	-0.00438	0.66397	0.00320	1	0.03401	0.00247	0.68731	0.00322	1	0.46198	0.55000	0	
28783	194.58960	6058204619128	0.39735	0.56266	193.97993	0.60966	747	1	0.40371	0.52213	1	0.41283	0.53077	1	0.40827	0.52645	1	0.37706	0.51532	15.43412	1.04191	1	0.62740	0.48180	14.77083	1.04191	1	-0.03072	-0.00438	0.66397	0.00318	1	0.03401	0.00247	0.68731	0.00334	1	0.46198	0.55000	0	
28784	194.59621	6058204685142	0.39745	0.56246	193.97993	0.61627	747	1	0.40371	0.52213	1	0.41346	0.53611	1	0.40858	0.52912	1	0.37696	0.51538	15.05745	1.04191	1	0.62706	0.48219	14.65643	1.03410	1	-0.03135	-0.00447	0.67656	0.00329	1	0.03260	0.00228	0.65977	0.00319	1	0.46198	0.55000	0	
28785	194.60280	6058204751125	0.39685	0.56293	193.97993	0.62286	747	1	0.39919	0.56362	1	0.39331	0.60300	1	0.39625	0.58331	1	0.37684	0.51607	15.32149	1.04196	1	0.62673	0.48226	14.98117	1.03415	1	-0.03135	-0.00447	0.67656	0.00324	1	0.03260	0.00228	0.65977	0.00328	1	0.46198	0.55000	0	
28786	194.60982	6058204821228	0.39641	0.56194	193.97993	0.62988	747	1	0.39956	0.53989	1	0.38174	0.55859	1	0.39065	0.54924	1	0.37694	0.51575	15.55231	1.04201	1	0.62681	0.48238	15.21746	1.03420	1	-0.03135	-0.00447	0.67656	0.00333	1	0.03260	0.00228	0.65977	0.00318	1	0.46198	0.55000	0	
28787	194.61626	6058204885671	0.39597	0.56095	193.97993	0.63632	747	1	0.39955	0.53986	1	0.38174	0.55855	1	0.39065	0.54921	1	0.37691	0.51571	15.56792	1.04207	1	0.62679	0.48240	15.29112	1.03425	1	-0.03183	-0.00459	0.68699	0.00334	1	0.03198	0.00214	0.64718	0.00317	1	0.46198	0.55000	0	
28788	194.62292	6058204952303	0.39548	0.56026	193.97993	0.64299	747	1	0.38926	0.51445	1	0.38563	0.57943	1	0.38745	0.54694	1	0.37690	0.51579	15.23542	1.03425	1	0.62668	0.48252	14.95334	1.03425	1	-0.03183	-0.00459	0.68699	0.00336	1	0.03198	0.00214	0.64718	0.00316	1	0.46198	0.55000	0	
28789	194.62967	6058205019856	0.39461	0.55927	193.97993	0.64973	747	1	0.37799	0.52230	1	0.38783	0.53148	1	0.38291	0.52689	1	0.37686	0.51609	15.39738	1.03425	1	0.62670	0.48246	14.92646	1.03425	1	-0.03183	-0.00459	0.68699	0.00322	1	0.03198	0.00214	0.64718	0.00313	1	0.46198	0.55000	0	
28790	194.63643	6058205087434	0.39375	0.55834	193.97993	0.65649	747	1	0.37799	0.52230	1	0.38783	0.53148	1	0.38291	0.52689	1	0.37688	0.51607	15.44319	1.03425	1	0.62667	0.48222	14.91960	1.03425	1	-0.03183	-0.00459	0.68699	0.00322	1	0.03198	0.00214	0.64718	0.00326	1	0.46198	0.55000	0	
28791	194.64319	6058205154966	0.39317	0.55852	193.97993	0.66325	747	1	0.38979	0.56956	1	0.38789	0.62683	1	0.38884	0.59820	1	0.37684	0.51612	15.47892	1.03425	1	0.62667	0.48228	15.05754	1.03425	1	-0.03183	-0.00459	0.68699	0.00321	1	0.03198	0.00214	0.64718	0.00325	1	0.46198	0.55000	0	
28792	194.64996	6058205222719	0.39282	0.55885	193.97993	0.67003	747	1	0.38758	0.56490	1	0.38214	0.63877	1	0.38486	0.60184	1	0.37688	0.51607	15.44319	1.03425	1	0.62670	0.48240	15.33431	1.03425	1	-0.03183	-0.00459	0.68699	0.00322	1	0.03198	0.00214	0.64718	0.00319	1	0.46198	0.55000	0	
28793	194.65622	6058205285248	0.39246	0.55914	193.97993	0.67628	747	1	0.38758	0.56490	1	0.38214	0.63877	1	0.38486	0.60184	1	0.37698	0.51602	15.19916	1.03425	1	0.62674	0.48222	14.82844	1.03425	1	-0.03135	-0.00457	0.67656	0.00324	1	0.03198	0.00214	0.64718	0.00321	1	0.46198	0.55000	0	
28794	194.66313	6058205354388	0.39202	0.55957	193.97993	0.68320	747	1	0.39221	0.58099	1	0.38154	0.60882	1	0.38687	0.59491	1	0.37715	0.51595	14.78990	1.03425	1	0.62678	0.48219	14.85044	1.03425	1	-0.03135	-0.00457	0.67656	0.00331	1	0.03198	0.00214	0.64718	0.00320	1	0.46198	0.55000	0	
28795	194.67001	6058205423314	0.39164	0.55995	193.97993	0.69008	747	1	0.37925	0.55940	1	0.37805	0.60793	1	0.37865	0.58367	1	0.37707	0.51592	14.80815	1.03425	1	0.62673	0.48232	14.74652	1.03425	1	-0.03135	-0.00457	0.67656	0.00329	1	0.03198	0.00214	0.64718	0.00319	1	0.46198	0.55000	0	
28796	194.67670	6058205490124	0.39121	0.56007	193.97993	0.69676	747	1	0.37925	0.55940	1	0.37718	0.60310	1	0.37821	0.58125	1	0.37686	0.51612	15.48047	1.03425	1	0.62687	0.48227	14.77269	1.04207	1	-0.03183	-0.00469	0.68699	0.00322	1	0.03345	0.00224	0.67797	0.00323	1	0.46198	0.55000	0	
28797	194.68349	6058205557911	0.39063	0.55877	193.97993	0.70355	747	1	0.36982	0.50255	1	0.37215	0.57867	1	0.37099	0.54061	1	0.37669	0.51630	16.00789	1.04207	1	0.62676	0.48235	14.75587	1.04988	1	-0.03183	-0.00469	0.68699	0.00317	1	0.03345	0.00224	0.67797	0.00325	1	0.46198	0.55000	0	
28798	194.68996	6058205622728	0.38973	0.55789	193.97993	0.71002	747	1	0.35819	0.50409	1	0.36977	0.61304	1	0.36398	0.55857	1	0.37683	0.51616	15.60910	1.04988	1	0.62681	0.48236	14.58291	1.05769	1	-0.03183	-0.00469	0.68699	0.00319	1	0.03345	0.00224	0.67797	0.00324	1	0.46198	0.55000	0	
28799	194.69666	6058205689628	0.38883	0.55705	193.97993	0.71672	747	1	0.35688	0.49909	1	0.36886	0.60834	1	0.36287	0.55372	1	0.37679	0.51606	15.52634	1.05769	1	0.62671	0.48230	14.83552	1.06550	1	-0.03135	-0.00457	0.67656	0.00316	1	0.03345	0.00224	0.67797	0.00322	1	0.46198	0.55000	0	
28800	194.70332	6058205756361	0.38798	0.55668	193.97993	0.72339	747	1	0.36023	0.55247	1	0.36606	0.57769	1	0.36314	0.56508	1	0.37671	0.51596	15.58446	1.06550	1	0.62667	0.48233	14.85590	1.06550	1	-0.03135	-0.00457	0.67656	0.00327	1	0.03345	0.00224	0.67797	0.00321	1	0.46198	0.55000	0	
28801	194.71016	6058205824693	0.38749	0.55756	193.97993	0.73022	747	1	0.36428	0.54285	1	0.38086	0.60847	1	0.37257	0.57566	1	0.37667	0.51594	15.53301	1.06550	1	0.62666	0.48232	15.11419	1.06550	1	-0.03135	-0.00457	0.67656	0.00323	1	0.03345	0.00224	0.67797	0.00320	1	0.46198	0.55000	0	
