CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
26388	178.54019	6058044124982	0.55587	0.47749	178.23880	0.30139	697	1	0.55425	0.47771	1	0.55211	0.42862	1	0.55318	0.45316	1	0.39012	0.50901	18.48560	1.05768	1	0.64081	0.47850	19.15950	1.05768	1	-0.02838	-0.00348	0.67234	0.00404	1	0.03651	0.00285	0.67812	0.00382	1	0.46198	0.55000	0	
26389	178.54684	6058044191630	0.55581	0.47734	178.23880	0.30804	697	1	0.55335	0.48665	1	0.55350	0.45423	1	0.55342	0.47044	1	0.39027	0.50916	18.64347	1.04982	1	0.64085	0.47845	19.26908	1.04982	1	-0.02838	-0.00348	0.67234	0.00401	1	0.03651	0.00285	0.67812	0.00383	1	0.46198	0.55000	0	
26390	178.55351	6058044258175	0.55578	0.47728	178.23880	0.31471	697	1	0.55401	0.49221	1	0.55386	0.45740	1	0.55394	0.47480	1	0.39015	0.50908	18.65168	1.04196	1	0.64084	0.47844	19.31139	1.04196	1	-0.02838	-0.00348	0.67234	0.00398	1	0.03651	0.00285	0.67812	0.00383	1	0.46198	0.55000	0	
26391	178.56033	6058044326494	0.55681	0.47759	178.23880	0.32153	697	1	0.55401	0.49221	1	0.55386	0.45740	1	0.55394	0.47480	1	0.39033	0.50923	18.44260	1.04196	1	0.64079	0.47849	19.32310	1.04196	1	-0.02906	-0.00362	0.68955	0.00401	1	0.03613	0.00277	0.67116	0.00380	1	0.46198	0.55000	0	
26392	178.56693	6058044392414	0.55675	0.47750	178.23880	0.32812	697	1	0.55593	0.49276	1	0.55347	0.46151	1	0.55470	0.47713	1	0.39032	0.50924	18.30404	1.04982	1	0.64079	0.47854	19.26912	1.04982	1	-0.02906	-0.00362	0.68955	0.00401	1	0.03613	0.00277	0.67116	0.00378	1	0.46198	0.55000	0	START_TRIAL
26393	178.57352	6058044458284	0.55659	0.47682	178.23880	0.33472	697	1	0.55024	0.48669	1	0.55542	0.45256	1	0.55283	0.46962	1	0.39025	0.50932	18.53620	1.05768	1	0.64082	0.47835	18.93805	1.05768	1	-0.02906	-0.00362	0.68955	0.00397	1	0.03613	0.00277	0.67116	0.00384	1	0.46198	0.55000	0	
26394	178.58057	6058044528813	0.55644	0.47608	178.23880	0.34177	697	1	0.55024	0.48669	1	0.55542	0.45256	1	0.55283	0.46962	1	0.39031	0.50929	18.59182	1.05768	1	0.64075	0.47850	19.11187	1.05768	1	-0.02766	-0.00344	0.65530	0.00397	1	0.03651	0.00275	0.67812	0.00380	1	0.46198	0.55000	0	
26395	178.58711	6058044594272	0.55632	0.47604	178.23880	0.34831	697	1	0.54603	0.51092	1	0.55142	0.44466	1	0.54872	0.47779	1	0.39033	0.50921	18.56237	1.04982	1	0.64083	0.47845	19.01743	1.04982	1	-0.02766	-0.00344	0.65530	0.00399	1	0.03651	0.00275	0.67812	0.00382	1	0.46198	0.55000	0	
26396	178.59366	6058044659658	0.55593	0.47594	178.23880	0.35486	697	1	0.54963	0.50057	1	0.54168	0.43817	1	0.54565	0.46937	1	0.39032	0.50915	18.33026	1.04196	1	0.64074	0.47845	19.33807	1.04196	1	-0.02766	-0.00344	0.65530	0.00400	1	0.03651	0.00275	0.67812	0.00381	1	0.46198	0.55000	0	
26397	178.60069	6058044729996	0.55555	0.47586	178.23880	0.36189	697	1	0.54963	0.50057	1	0.54168	0.43817	1	0.54565	0.46937	1	0.39032	0.50912	18.20334	1.04196	1	0.64075	0.47846	19.33260	1.04196	1	-0.02865	-0.00356	0.67747	0.00406	1	0.03613	0.00277	0.67116	0.00380	1	0.46198	0.55000	0	
26398	178.60741	6058044797202	0.55533	0.47513	178.23880	0.36861	697	1	0.53893	0.49304	1	0.54424	0.44534	1	0.54158	0.46919	1	0.39006	0.50896	17.98821	1.04982	1	0.64068	0.47846	19.39389	1.04982	1	-0.02865	-0.00356	0.67747	0.00389	1	0.03613	0.00277	0.67116	0.00380	1	0.46198	0.55000	0	
26399	178.61397	6058044862781	0.55508	0.47420	178.23880	0.37517	697	1	0.53494	0.48522	1	0.54029	0.39596	1	0.53761	0.44059	1	0.39032	0.50922	18.46298	1.05768	1	0.64071	0.47844	19.28339	1.05768	1	-0.02865	-0.00356	0.67747	0.00397	1	0.03613	0.00277	0.67116	0.00384	1	0.46198	0.55000	0	
26400	178.62122	6058044935330	0.55483	0.47310	178.23880	0.38242	697	1	0.53489	0.48010	1	0.54029	0.39592	1	0.53759	0.43801	1	0.39019	0.50917	18.33102	1.06555	1	0.64068	0.47831	19.06746	1.05773	1	-0.02865	-0.00356	0.67747	0.00393	1	0.03535	0.00271	0.65757	0.00383	1	0.46198	0.55000	0	
26401	178.62737	6058044996766	0.55455	0.47189	178.23880	0.38857	697	1	0.54035	0.43759	1	0.53741	0.46984	1	0.53888	0.45371	1	0.39004	0.50922	18.42679	1.05773	1	0.64062	0.47838	19.13481	1.04992	1	-0.02865	-0.00356	0.67747	0.00397	1	0.03535	0.00271	0.65757	0.00382	1	0.46198	0.55000	0	
26402	178.63409	6058045064052	0.55464	0.47098	178.23880	0.39529	697	1	0.58365	0.48600	1	0.52516	0.43421	1	0.55440	0.46010	1	0.38966	0.50908	18.35499	1.04992	1	0.64062	0.47829	18.93504	1.04211	1	-0.02865	-0.00356	0.67747	0.00397	1	0.03535	0.00271	0.65757	0.00386	1	0.46198	0.55000	0	
26403	178.64082	6058045131280	0.55474	0.47017	178.23880	0.40202	697	1	0.58335	0.49112	1	0.52516	0.43421	1	0.55425	0.46266	1	0.38968	0.50918	18.49389	1.04211	1	0.64017	0.47829	19.31473	1.04211	1	-0.02875	-0.00346	0.67754	0.00410	1	0.03589	0.00277	0.67034	0.00383	1	0.46198	0.55000	0	
26404	178.64740	6058045197159	0.55420	0.46886	178.23880	0.40860	697	1	0.52875	0.45518	1	0.52295	0.40246	1	0.52585	0.42882	1	0.38911	0.50888	18.50698	1.04211	1	0.63971	0.47774	18.40888	1.04992	1	-0.02875	-0.00346	0.67754	0.00386	1	0.03589	0.00277	0.67034	0.00388	1	0.46198	0.55000	0	
26405	178.65396	6058045262693	0.55361	0.46732	178.23880	0.41516	697	1	0.51788	0.42672	1	0.53658	0.39103	1	0.52723	0.40888	1	0.38907	0.50909	18.50628	1.04992	1	0.63962	0.47781	18.79773	1.05773	1	-0.02875	-0.00346	0.67754	0.00386	1	0.03589	0.00277	0.67034	0.00384	1	0.46198	0.55000	0	
26406	178.66080	6058045331079	0.55300	0.46599	178.23880	0.42200	697	1	0.51771	0.42115	1	0.53645	0.39647	1	0.52708	0.40881	1	0.38884	0.50878	18.42303	1.05773	1	0.63927	0.47771	18.76244	1.05079	1	-0.02860	-0.00348	0.67164	0.00396	1	0.03410	0.00268	0.63882	0.00390	1	0.46198	0.55000	0	
26407	178.66766	6058045399735	0.53858	0.44254	178.23880	0.42200	697	0	0.52652	0.43946	1	0.52784	0.36250	1	0.52718	0.40098	1	0.38886	0.50879	18.59129	1.05079	1	0.63929	0.47769	18.81279	1.03603	1	-0.02860	-0.00348	0.67164	0.00392	1	0.03410	0.00268	0.63882	0.00384	1	0.46198	0.55000	0	
26408	178.67418	6058045464905	0.53091	0.43006	178.23880	0.42200	697	0	0.51664	0.44845	1	0.52985	0.38669	1	0.52324	0.41757	1	0.38886	0.50881	18.63081	1.03603	1	0.63914	0.47760	18.35056	1.02128	1	-0.02860	-0.00348	0.67164	0.00393	1	0.03410	0.00268	0.63882	0.00387	1	0.46198	0.55000	0	
26409	178.68094	6058045532452	0.52838	0.42963	178.23880	0.42200	697	0	0.51698	0.45880	1	0.52964	0.39874	1	0.52331	0.42877	1	0.38886	0.50896	18.66029	1.02128	1	0.63907	0.47757	18.34315	1.00652	1	-0.02860	-0.00337	0.67164	0.00396	1	0.03410	0.00268	0.63882	0.00385	1	0.46198	0.55000	0	
26410	178.68790	6058045602104	0.53001	0.43655	178.66766	0.02023	698	1	0.54304	0.51921	1	0.52681	0.39539	1	0.53493	0.45730	1	0.38888	0.50887	18.84445	1.00652	1	0.63908	0.47752	18.80273	1.00652	1	-0.02860	-0.00337	0.67164	0.00394	1	0.03410	0.00268	0.63882	0.00381	1	0.46198	0.55000	0	
26411	178.69429	6058045665943	0.52950	0.44387	178.66766	0.02663	698	1	0.53341	0.49936	1	0.52147	0.44694	1	0.52744	0.47315	1	0.38883	0.50888	19.00620	1.00652	1	0.63902	0.47751	18.84310	1.00652	1	-0.02860	-0.00337	0.67164	0.00393	1	0.03410	0.00268	0.63882	0.00384	1	0.46198	0.55000	0	
26412	178.70093	6058045732450	0.52916	0.44875	178.66766	0.03326	698	1	0.53341	0.49936	1	0.52147	0.44694	1	0.52744	0.47315	1	0.38880	0.50875	18.85676	1.00652	1	0.63913	0.47762	19.21915	1.00652	1	-0.02860	-0.00337	0.67164	0.00391	1	0.03410	0.00278	0.63882	0.00383	1	0.46198	0.55000	0	
26413	178.70778	6058045800855	0.52956	0.45266	178.66766	0.04012	698	1	0.54154	0.50938	1	0.52243	0.44288	1	0.53198	0.47613	1	0.38873	0.50890	19.00615	1.00652	1	0.63911	0.47760	19.08774	1.00652	1	-0.02860	-0.00337	0.67164	0.00389	1	0.03410	0.00278	0.63882	0.00384	1	0.46198	0.55000	0	
26414	178.71416	6058045864719	0.52812	0.45553	178.66766	0.04649	698	1	0.52373	0.47921	1	0.51228	0.47205	1	0.51800	0.47563	1	0.38870	0.50888	18.90530	1.00652	1	0.63908	0.47758	19.16687	1.00652	1	-0.02860	-0.00337	0.67164	0.00387	1	0.03410	0.00278	0.63882	0.00382	1	0.46198	0.55000	0	
26415	178.72107	6058045933857	0.52699	0.45776	178.66766	0.05341	698	1	0.52373	0.47921	1	0.51228	0.47205	1	0.51800	0.47563	1	0.38873	0.50851	18.00963	1.00652	1	0.63907	0.47746	19.04469	1.00652	1	-0.02860	-0.00337	0.67164	0.00396	1	0.03410	0.00278	0.63882	0.00381	1	0.46198	0.55000	0	
26416	178.72780	6058046001162	0.52593	0.46162	178.66766	0.06013	698	1	0.52822	0.51017	1	0.50443	0.48247	1	0.51632	0.49632	1	0.38855	0.50881	18.92479	1.00652	1	0.63905	0.47754	18.94948	1.00652	1	-0.02860	-0.00337	0.67164	0.00387	1	0.03410	0.00278	0.63882	0.00385	1	0.46198	0.55000	0	
26417	178.73450	6058046068023	0.52555	0.46407	178.66766	0.06683	698	1	0.52454	0.49011	1	0.51899	0.48713	1	0.52176	0.48862	1	0.38857	0.50881	18.72632	1.00652	1	0.63902	0.47751	18.96191	1.00652	1	-0.02860	-0.00337	0.67164	0.00385	1	0.03410	0.00278	0.63882	0.00385	1	0.46198	0.55000	0	
26418	178.74101	6058046133183	0.52523	0.46591	178.66766	0.07335	698	1	0.52454	0.49011	1	0.51903	0.48204	1	0.52179	0.48608	1	0.38861	0.50878	18.77616	1.00652	1	0.63905	0.47754	18.94948	1.01346	1	-0.02860	-0.00337	0.67164	0.00388	1	0.03464	0.00278	0.64979	0.00385	1	0.46198	0.55000	0	
26419	178.74791	6058046202235	0.52490	0.46785	178.66766	0.08025	698	1	0.52794	0.50202	1	0.51373	0.48036	1	0.52084	0.49119	1	0.38864	0.50882	18.99326	1.01346	1	0.63905	0.47754	18.94948	1.02041	1	-0.02860	-0.00337	0.67164	0.00387	1	0.03464	0.00278	0.64979	0.00385	1	0.46198	0.55000	0	
26420	178.75446	6058046267631	0.52502	0.46802	178.66766	0.08679	698	1	0.53094	0.49298	1	0.52224	0.44735	1	0.52659	0.47016	1	0.38875	0.50878	18.91787	1.02041	1	0.63905	0.47754	18.94948	1.02735	1	-0.02860	-0.00337	0.67164	0.00387	1	0.03464	0.00278	0.64979	0.00386	1	0.46198	0.55000	0	
26421	178.76117	6058046334806	0.52512	0.46820	178.66766	0.09351	698	1	0.53095	0.49360	1	0.52223	0.44804	1	0.52659	0.47082	1	0.38865	0.50890	18.96200	1.01949	1	0.63907	0.47754	18.94195	1.02643	1	-0.02839	-0.00339	0.66540	0.00391	1	0.03464	0.00278	0.64979	0.00383	1	0.46198	0.55000	0	
26422	178.76778	6058046400905	0.52475	0.46740	178.66766	0.10011	698	1	0.52221	0.48508	1	0.51608	0.42549	1	0.51914	0.45529	1	0.38853	0.50888	18.90550	1.01857	1	0.63913	0.47751	18.80453	1.01857	1	-0.02839	-0.00339	0.66540	0.00392	1	0.03464	0.00278	0.64979	0.00380	1	0.46198	0.55000	0	
26423	178.77460	6058046469111	0.52443	0.46854	178.66766	0.10693	698	1	0.52196	0.50658	1	0.51669	0.46717	1	0.51932	0.48688	1	0.38855	0.50886	18.86292	1.01070	1	0.63910	0.47755	18.84244	1.01070	1	-0.02839	-0.00339	0.66540	0.00389	1	0.03464	0.00278	0.64979	0.00386	1	0.46198	0.55000	0	
26424	178.78142	6058046537344	0.52415	0.46971	178.66766	0.11375	698	1	0.52196	0.50658	1	0.51666	0.47237	1	0.51931	0.48948	1	0.38849	0.50880	18.71949	1.01070	1	0.63915	0.47762	19.19580	1.00376	1	-0.02860	-0.00337	0.67164	0.00388	1	0.03410	0.00278	0.63882	0.00383	1	0.46198	0.55000	0	
26425	178.78806	6058046603643	0.52425	0.47018	178.66766	0.12039	698	1	0.52608	0.49455	1	0.52633	0.46283	1	0.52620	0.47869	1	0.38854	0.50848	17.93087	1.01162	1	0.63921	0.47759	19.12234	1.00468	1	-0.02860	-0.00337	0.67164	0.00390	1	0.03410	0.00278	0.63882	0.00388	1	0.46198	0.55000	0	
26426	178.79480	6058046671095	0.52429	0.47013	178.66766	0.12714	698	1	0.52518	0.49853	1	0.52480	0.43988	1	0.52499	0.46921	1	0.38859	0.50883	18.93489	1.01254	1	0.63913	0.47752	18.75689	1.00560	1	-0.02860	-0.00337	0.67164	0.00384	1	0.03410	0.00278	0.63882	0.00383	1	0.46198	0.55000	0	
26427	178.80127	6058046735763	0.52432	0.47005	178.66766	0.13361	698	1	0.52517	0.49791	1	0.52481	0.43917	1	0.52499	0.46854	1	0.38859	0.50856	18.05268	1.01346	1	0.63910	0.47746	18.82231	1.00652	1	-0.02860	-0.00337	0.67164	0.00387	1	0.03471	0.00278	0.65012	0.00383	1	0.46198	0.55000	0	
26428	178.80818	6058046804858	0.52453	0.46855	178.66766	0.14052	698	1	0.52973	0.47630	1	0.52810	0.39744	1	0.52892	0.43687	1	0.38859	0.50847	18.00773	1.00652	1	0.63912	0.47754	18.81330	1.00652	1	-0.02860	-0.00337	0.67164	0.00393	1	0.03471	0.00278	0.65012	0.00388	1	0.46198	0.55000	0	
26429	178.81465	6058046869639	0.52390	0.46863	178.66766	0.14699	698	1	0.52030	0.49559	1	0.49955	0.44524	1	0.50993	0.47041	1	0.38867	0.50887	18.77186	1.00652	1	0.63916	0.47750	18.73869	1.00652	1	-0.02860	-0.00337	0.67164	0.00389	1	0.03471	0.00278	0.65012	0.00392	1	0.46198	0.55000	0	
26430	178.82147	6058046937758	0.52332	0.46870	178.66766	0.15381	698	1	0.52030	0.49559	1	0.49955	0.44524	1	0.50993	0.47041	1	0.38858	0.50882	18.92292	1.00652	1	0.63911	0.47754	18.46288	1.00652	1	-0.02860	-0.00337	0.67164	0.00385	1	0.03410	0.00268	0.63882	0.00391	1	0.46198	0.55000	0	
26431	178.82819	6058047004915	0.52347	0.46868	178.66766	0.16052	698	1	0.52359	0.48579	1	0.53064	0.45067	1	0.52712	0.46823	1	0.38863	0.50883	19.03854	1.00652	1	0.63915	0.47754	18.48713	1.00652	1	-0.02860	-0.00337	0.67164	0.00391	1	0.03410	0.00268	0.63882	0.00387	1	0.46198	0.55000	0	
26432	178.83488	6058047072017	0.52391	0.46849	178.66766	0.16722	698	1	0.53371	0.48100	1	0.53622	0.44617	1	0.53497	0.46359	1	0.38871	0.50847	17.92451	1.00652	1	0.63936	0.47737	18.46979	1.00652	1	-0.02860	-0.00337	0.67164	0.00392	1	0.03410	0.00268	0.63882	0.00381	1	0.46198	0.55000	0	
26433	178.84164	6058047139625	0.52432	0.46830	178.66766	0.17398	698	1	0.53371	0.48100	1	0.53622	0.44617	1	0.53497	0.46359	1	0.38866	0.50842	17.88542	1.00652	1	0.63934	0.47744	19.08406	1.00652	1	-0.02860	-0.00337	0.67164	0.00392	1	0.03410	0.00278	0.63882	0.00379	1	0.46198	0.55000	0	
26434	178.84839	6058047206934	0.52422	0.46872	178.66766	0.18073	698	1	0.53380	0.47429	1	0.50922	0.48542	1	0.52151	0.47986	1	0.38852	0.50838	17.79763	1.00652	1	0.63941	0.47733	19.21120	1.00652	1	-0.02860	-0.00337	0.67164	0.00391	1	0.03410	0.00278	0.63882	0.00381	1	0.46198	0.55000	0	
26435	178.85489	6058047271995	0.52486	0.46905	178.66766	0.18723	698	1	0.54136	0.46739	1	0.54438	0.48916	1	0.54287	0.47828	1	0.38859	0.50835	18.25491	1.00652	1	0.63926	0.47737	19.33662	1.00652	1	-0.02860	-0.00337	0.67164	0.00393	1	0.03410	0.00278	0.63882	0.00381	1	0.46198	0.55000	0	
26436	178.86182	6058047341213	0.52547	0.46927	178.66766	0.19415	698	1	0.54136	0.46739	1	0.54457	0.48413	1	0.54296	0.47576	1	0.38850	0.50838	18.36567	1.00652	1	0.63929	0.47738	19.34151	1.01346	1	-0.02926	-0.00340	0.68707	0.00388	1	0.03560	0.00290	0.66585	0.00382	1	0.46198	0.55000	0	
26437	178.86841	6058047407198	0.52522	0.46891	178.66766	0.20074	698	1	0.52639	0.45219	1	0.50958	0.46370	1	0.51798	0.45795	1	0.38850	0.50828	18.45069	1.01346	1	0.63945	0.47729	19.01343	1.02041	1	-0.02926	-0.00340	0.68707	0.00391	1	0.03560	0.00290	0.66585	0.00378	1	0.46198	0.55000	0	
26438	178.87508	6058047473897	0.52531	0.46783	178.66766	0.20741	698	1	0.53831	0.44727	1	0.51777	0.42146	1	0.52804	0.43436	1	0.38844	0.50831	18.37583	1.02041	1	0.63917	0.47743	19.34195	1.02735	1	-0.02926	-0.00340	0.68707	0.00386	1	0.03560	0.00290	0.66585	0.00386	1	0.46198	0.55000	0	
26439	178.88162	6058047539381	0.52540	0.46674	178.66766	0.21396	698	1	0.53831	0.44792	1	0.51781	0.41607	1	0.52806	0.43200	1	0.38815	0.50848	18.29725	1.01949	1	0.63889	0.47720	19.07178	1.03424	1	-0.02825	-0.00327	0.65988	0.00391	1	0.03586	0.00298	0.67363	0.00375	1	0.46198	0.55000	0	
26440	178.88838	6058047606871	0.52383	0.46608	178.66766	0.22072	698	1	0.48128	0.47052	1	0.46287	0.41821	1	0.47207	0.44437	1	0.38721	0.50836	18.50420	1.02638	1	0.63799	0.47742	19.10074	1.03419	1	-0.02825	-0.00327	0.65988	0.00397	1	0.03586	0.00298	0.67363	0.00381	1	0.46198	0.55000	0	
26441	178.89503	6058047673517	0.52257	0.46593	178.66766	0.22737	698	1	0.47864	0.45933	1	0.48113	0.46184	1	0.47988	0.46058	1	0.38707	0.50823	18.06210	1.02633	1	0.63770	0.47729	19.11365	1.03414	1	-0.02825	-0.00327	0.65988	0.00403	1	0.03586	0.00298	0.67363	0.00382	1	0.46198	0.55000	0	
26442	178.90207	6058047743845	0.52139	0.46578	178.66766	0.23441	698	1	0.47864	0.45936	1	0.48113	0.46188	1	0.47988	0.46062	1	0.38678	0.50858	18.57438	1.02628	1	0.63764	0.47704	18.85997	1.03409	1	-0.02845	-0.00328	0.66219	0.00395	1	0.03623	0.00308	0.68442	0.00373	1	0.46198	0.55000	0	
26443	178.90854	6058047808513	0.52033	0.46516	178.66766	0.24088	698	1	0.48261	0.43784	1	0.48197	0.44788	1	0.48229	0.44286	1	0.38676	0.50854	18.47626	1.03409	1	0.63738	0.47730	18.98100	1.03409	1	-0.02845	-0.00328	0.66219	0.00398	1	0.03623	0.00308	0.68442	0.00388	1	0.46198	0.55000	0	
26444	178.91518	6058047874927	0.51933	0.46426	178.66766	0.24751	698	1	0.49072	0.42468	1	0.47405	0.43707	1	0.48239	0.43088	1	0.38679	0.50851	18.50241	1.03409	1	0.63742	0.47715	19.00792	1.03409	1	-0.02845	-0.00328	0.66219	0.00396	1	0.03623	0.00308	0.68442	0.00387	1	0.46198	0.55000	0	
26445	178.92160	6058047939142	0.51838	0.46340	178.66766	0.25394	698	1	0.49072	0.42468	1	0.47405	0.43707	1	0.48239	0.43088	1	0.38682	0.50854	18.50685	1.03409	1	0.63748	0.47724	19.36152	1.03409	1	-0.02845	-0.00328	0.66219	0.00396	1	0.03623	0.00308	0.68442	0.00387	1	0.46198	0.55000	0	
26446	178.92851	6058048008310	0.51738	0.46243	178.66766	0.26085	698	1	0.48466	0.43508	1	0.47214	0.41375	1	0.47840	0.42442	1	0.38677	0.50844	18.77471	1.03409	1	0.63742	0.47726	19.24455	1.03409	1	-0.02845	-0.00328	0.66219	0.00398	1	0.03623	0.00308	0.68442	0.00381	1	0.46198	0.55000	0	
26447	178.93553	6058048078420	0.49621	0.44401	178.66766	0.26085	698	0	0.48053	0.43417	1	0.47974	0.43284	1	0.48014	0.43351	1	0.38673	0.50844	18.76352	1.03409	1	0.63747	0.47692	18.43443	1.03409	1	-0.02845	-0.00328	0.66219	0.00396	1	0.03623	0.00308	0.68442	0.00386	1	0.46198	0.55000	0	
26448	178.94209	6058048144002	0.48817	0.43876	178.66766	0.26085	698	0	0.48053	0.43417	1	0.47974	0.43284	1	0.48014	0.43351	1	0.38678	0.50844	18.66096	1.03409	1	0.63756	0.47668	18.07615	1.03409	1	-0.02845	-0.00328	0.66219	0.00399	1	0.03623	0.00308	0.68442	0.00381	1	0.46198	0.55000	0	
26449	178.94881	6058048211117	0.48632	0.44544	178.66766	0.26085	698	0	0.48723	0.48801	1	0.47804	0.42959	1	0.48263	0.45880	1	0.38684	0.50838	18.78935	1.03409	1	0.63750	0.47675	18.26097	1.03409	1	-0.02845	-0.00328	0.66219	0.00403	1	0.03623	0.00308	0.68442	0.00382	1	0.46198	0.55000	0	
26450	178.95543	6058048277328	0.48673	0.44371	178.93553	0.01990	699	1	0.49550	0.43116	1	0.48038	0.44591	1	0.48794	0.43853	1	0.38670	0.50836	18.99044	1.03409	1	0.63749	0.47677	18.16002	1.03409	1	-0.02845	-0.00328	0.66219	0.00399	1	0.03623	0.00308	0.68442	0.00382	1	0.46198	0.55000	0	
26451	178.96210	6058048344040	0.48697	0.44268	178.93553	0.02657	699	1	0.49550	0.43116	1	0.48038	0.44591	1	0.48794	0.43853	1	0.38676	0.50830	18.91019	1.03409	1	0.63751	0.47668	18.22929	1.03409	1	-0.02845	-0.00328	0.66219	0.00391	1	0.03568	0.00308	0.67393	0.00382	1	0.46198	0.55000	0	
26452	178.96870	6058048410176	0.48653	0.44506	178.93553	0.03317	699	1	0.49071	0.44863	1	0.47801	0.46531	1	0.48436	0.45697	1	0.38687	0.50825	18.91118	1.03409	1	0.63751	0.47675	18.22024	1.03409	1	-0.02845	-0.00328	0.66219	0.00387	1	0.03568	0.00308	0.67393	0.00383	1	0.46198	0.55000	0	
26453	178.97552	6058048478349	0.48633	0.44635	178.93553	0.03999	699	1	0.49043	0.45832	1	0.47984	0.44992	1	0.48514	0.45412	1	0.38677	0.50826	18.87903	1.03409	1	0.63754	0.47673	18.23956	1.03409	1	-0.02845	-0.00328	0.66219	0.00392	1	0.03568	0.00308	0.67393	0.00385	1	0.46198	0.55000	0	
26454	178.98222	6058048545415	0.48619	0.44732	178.93553	0.04669	699	1	0.49043	0.45832	1	0.47984	0.44992	1	0.48514	0.45412	1	0.38677	0.50814	18.86381	1.03409	1	0.63751	0.47674	18.24369	1.03409	1	-0.02869	-0.00326	0.66784	0.00394	1	0.03568	0.00308	0.67393	0.00383	1	0.46198	0.55000	0	
26455	178.98883	6058048611461	0.48600	0.44867	178.93553	0.05330	699	1	0.49287	0.47242	1	0.47614	0.44653	1	0.48451	0.45948	1	0.38681	0.50818	18.87482	1.03409	1	0.63750	0.47674	18.22253	1.03409	1	-0.02869	-0.00326	0.66784	0.00390	1	0.03568	0.00308	0.67393	0.00382	1	0.46198	0.55000	0	
26456	178.99574	6058048680540	0.48613	0.45036	178.93553	0.06021	699	1	0.49192	0.46612	1	0.48271	0.46496	1	0.48731	0.46554	1	0.38688	0.50811	18.87893	1.03409	1	0.63749	0.47677	18.29815	1.03409	1	-0.02869	-0.00326	0.66784	0.00388	1	0.03568	0.00308	0.67393	0.00383	1	0.46198	0.55000	0	
26457	179.00218	6058048744940	0.48624	0.45174	178.93553	0.06665	699	1	0.49192	0.46612	1	0.48271	0.46496	1	0.48731	0.46554	1	0.38683	0.50813	18.98684	1.03409	1	0.63757	0.47670	18.36513	1.03409	1	-0.02845	-0.00318	0.66219	0.00385	1	0.03568	0.00308	0.67393	0.00385	1	0.46198	0.55000	0	
26458	179.00922	6058048815252	0.48589	0.45232	178.93553	0.07368	699	1	0.49232	0.47249	1	0.47185	0.44485	1	0.48208	0.45867	1	0.38680	0.50807	18.84943	1.03409	1	0.63756	0.47668	18.42760	1.03409	1	-0.02845	-0.00318	0.66219	0.00391	1	0.03568	0.00308	0.67393	0.00384	1	0.46198	0.55000	0	
26459	179.01578	6058048880838	0.48594	0.45249	178.93553	0.08025	699	1	0.49343	0.46237	1	0.47957	0.44682	1	0.48650	0.45460	1	0.38692	0.50801	18.77392	1.03409	1	0.63757	0.47670	18.36513	1.03409	1	-0.02845	-0.00318	0.66219	0.00388	1	0.03568	0.00308	0.67393	0.00385	1	0.46198	0.55000	0	
26460	179.02243	6058048947445	0.48598	0.45264	178.93553	0.08690	699	1	0.49343	0.46237	1	0.47957	0.44682	1	0.48650	0.45460	1	0.38696	0.50805	18.84867	1.03409	1	0.63751	0.47674	18.24369	1.03409	1	-0.02869	-0.00326	0.66784	0.00389	1	0.03568	0.00308	0.67393	0.00383	1	0.46198	0.55000	0	
26461	179.02901	6058049013121	0.48576	0.45257	178.93553	0.09348	699	1	0.49051	0.45543	1	0.47493	0.44777	1	0.48272	0.45160	1	0.38691	0.50807	18.83867	1.03409	1	0.63751	0.47672	18.47635	1.03409	1	-0.02869	-0.00326	0.66784	0.00389	1	0.03568	0.00308	0.67393	0.00383	1	0.46198	0.55000	0	
26462	179.03595	6058049082541	0.48527	0.45313	178.93553	0.10042	699	1	0.49193	0.48344	1	0.46390	0.43950	1	0.47792	0.46147	1	0.38685	0.50813	18.82703	1.03409	1	0.63746	0.47674	18.37472	1.03409	1	-0.02869	-0.00326	0.66784	0.00384	1	0.03568	0.00308	0.67393	0.00381	1	0.46198	0.55000	0	
26463	179.04257	6058049148842	0.48484	0.45362	178.93553	0.10704	699	1	0.49193	0.48344	1	0.46390	0.43950	1	0.47792	0.46147	1	0.38681	0.50817	18.82723	1.03409	1	0.63746	0.47674	18.37472	1.03409	1	-0.02869	-0.00326	0.66784	0.00384	1	0.03568	0.00308	0.67393	0.00381	1	0.46198	0.55000	0	
26464	179.04924	6058049215442	0.48483	0.45396	178.93553	0.11371	699	1	0.49213	0.46269	1	0.47724	0.45666	1	0.48468	0.45967	1	0.38702	0.50812	18.64409	1.03409	1	0.63749	0.47670	18.50147	1.03409	1	-0.02869	-0.00326	0.66784	0.00390	1	0.03568	0.00308	0.67393	0.00381	1	0.46198	0.55000	0	
