"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","correct","correct_job_description","correct_new_1_sketchpad","correct_new_2_sketchpad","correct_new_keyboard_response","correct_participant_response","correct_showCV","correct_type","correct_y_n_response","count_break_screen","count_experiment","count_fixation_cross","count_getting_started","count_image","count_image_delay","count_instruction","count_job_description","count_new_1_inline_script","count_new_1_sketchpad","count_new_2_sketchpad","count_new_advanced_delay","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_participant_response","count_pygaze_log_image","count_pygaze_log_instruction","count_showCV","count_trial_loop","count_trial_sequence","count_welcome","count_y_n_response","datetime","delay_image_delay","delay_new_advanced_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","image_file","key","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_job_description","response_new_1_sketchpad","response_new_2_sketchpad","response_new_keyboard_response","response_new_sketchpad","response_participant_response","response_showCV","response_time","response_time_instruction","response_time_job_description","response_time_new_1_sketchpad","response_time_new_2_sketchpad","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_participant_response","response_time_showCV","response_time_welcome","response_time_y_n_response","response_welcome","response_y_n_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_break_screen","time_experiment","time_fixation_cross","time_getting_started","time_image","time_image_delay","time_instruction","time_job_description","time_new_1_inline_script","time_new_1_sketchpad","time_new_2_sketchpad","time_new_advanced_delay","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_participant_response","time_pygaze_log_image","time_pygaze_log_instruction","time_showCV","time_trial_loop","time_trial_sequence","time_welcome","time_y_n_response","title","total_correct","total_response_time","total_responses","width"
"100","100","54704","54704","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","0","0","0","0","0","NA","NA","0","0","0","0","NA","0","NA","0","0","0","0","0","NA","0","0","0","NA","0","0","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_goodSort_emilia.png","space","legacy","0","0","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","54704.0","NA","22564","24570","4506","NA","NA","54704","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1539715","1425180","1550097","NA","1552653","NA","NA","1482897","1425217","1505467","1478387","NA","1539715","NA","1607483","1425217","1550045","1530102","NA","NA","1552653","1607357","1552597","NA","1530038","1530102","NA","NA","RESUME ","1","54704.0","1","1920"
"100","100","43882","43882","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","1","0","1","0","1","NA","NA","0","0","0","0","NA","1","NA","1","0","1","1","1","NA","1","1","1","NA","0","1","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_badSort_rahul.png","space","legacy","1","1","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","33061.0","NA","22564","24570","4506","NA","NA","33061","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1607631","1425180","1611352","NA","1613904","NA","NA","1482897","1425217","1505467","1478387","NA","1607631","NA","1647015","1425217","1611327","1607623","1607490","NA","1613904","1646965","1613852","NA","1530038","1607623","NA","NA","RESUME ","2","87765.0","2","1920"
"100","100","43094","43094","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","2","0","2","0","2","NA","NA","0","0","0","0","NA","2","NA","2","0","2","2","2","NA","2","2","2","NA","0","2","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_pic_ goodSort_aisha.png","space","legacy","2","2","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","41518.0","NA","22564","24570","4506","NA","NA","41518","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1647095","1425180","1649010","NA","1656157","NA","NA","1482897","1425217","1505467","1478387","NA","1647095","NA","1697724","1425217","1648982","1647086","1647017","NA","1656158","1697677","1651510","NA","1530038","1647086","NA","NA","RESUME ","3","129283.0","3","1920"
"100","100","51690","51690","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","3","0","3","0","3","NA","NA","0","0","0","0","NA","3","NA","3","0","3","3","3","NA","3","3","3","NA","0","3","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_badSort_viktor.png","space","legacy","3","3","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","77480.0","NA","22564","24570","4506","NA","NA","77480","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1697805","1425180","1699566","NA","1705843","NA","NA","1482897","1425217","1505467","1478387","NA","1697805","NA","1783376","1425217","1699542","1697796","1697726","NA","1705852","1783333","1702066","NA","1530038","1697796","NA","NA","RESUME ","4","206763.0","4","1920"
"100","100","45543","45543","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","4","0","4","0","4","NA","NA","0","0","0","0","NA","4","NA","4","0","4","4","4","NA","4","4","4","NA","0","4","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_ goodSort_hannah.png","space","legacy","4","4","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","20953.0","NA","22564","24570","4506","NA","NA","20953","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1783457","1425180","1819423","NA","1821978","NA","NA","1482897","1425217","1505467","1478387","NA","1783457","NA","1842980","1425217","1819397","1783448","1783378","NA","1821979","1842933","1821923","NA","1530038","1783448","NA","NA","RESUME ","5","227716.0","5","1920"
"100","100","46275","46275","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","y","NA","5","0","5","0","5","NA","NA","0","0","0","0","NA","5","NA","5","0","5","5","5","NA","5","5","5","NA","0","5","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","qualified_noPic_badSort_david.png","space","legacy","5","5","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","y","NA","space","space","space","NA","NA","y","NA","49935.0","NA","22564","24570","4506","NA","NA","49935","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1843057","1425180","1844705","NA","1847259","NA","NA","1482897","1425217","1505467","1478387","NA","1843057","NA","1897243","1425217","1844677","1843049","1842982","NA","1847261","1897197","1847205","NA","1530038","1843049","NA","NA","RESUME ","6","277651.0","6","1920"
"100","100","41801","41801","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","6","0","6","0","6","NA","NA","0","0","0","0","NA","6","NA","6","0","6","6","6","NA","6","6","6","NA","0","6","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_ badSort_maria.png","space","legacy","6","6","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","14962.0","NA","22564","24570","4506","NA","NA","14962","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1897334","1425180","1898757","NA","1901312","NA","NA","1482897","1425217","1505467","1478387","NA","1897334","NA","1916323","1425217","1898733","1897323","1897245","NA","1901314","1916277","1901257","NA","1530038","1897323","NA","NA","RESUME ","7","292613.0","7","1920"
"100","100","37231","37231","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","7","0","7","0","7","NA","NA","0","0","0","0","NA","7","NA","7","0","7","7","7","NA","7","7","7","NA","0","7","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_goodSort_kare.png","space","legacy","7","7","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","5235.0","NA","22564","24570","4506","NA","NA","5235","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1916408","1425180","1917367","NA","1919920","NA","NA","1482897","1425217","1505467","1478387","NA","1916408","NA","1925204","1425217","1917341","1916393","1916324","NA","1919921","1925157","1919867","NA","1530038","1916393","NA","NA","RESUME ","8","297848.0","8","1920"
"100","100","34074","34074","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","8","0","8","0","8","NA","NA","0","0","0","0","NA","8","NA","8","0","8","8","8","NA","8","8","8","NA","0","8","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_pic_goodSort_lea.png","space","legacy","8","8","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","8825.0","NA","22564","24570","4506","NA","NA","8825","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1925287","1425180","1926013","NA","1933330","NA","NA","1482897","1425217","1505467","1478387","NA","1925287","NA","1942208","1425217","1925988","1925278","1925205","NA","1933331","1942157","1928513","NA","1530038","1925278","NA","NA","RESUME ","9","306673.0","9","1920"
"100","100","34567","34567","#3d3846","legacy","legacy","legacy","1","undefined","undefined","undefined","NA","1","NA","n","NA","9","0","9","0","9","NA","NA","0","0","0","0","NA","9","NA","9","0","9","9","9","NA","9","9","9","NA","0","9","NA","NA","Wed Aug 21 16:42:04 2024","NA","NA","The main experiment item","False","version_sorted_resumes_version3.osexp","C:\Users\yarbus\Desktop\Team Brownie","False","mono","False","18","no","white","no","yes","1080","unqualified_noPic_goodSort_hans.png","space","legacy","9","9","C:/Users/yarbus/Desktop/Team Brownie/participants/subject-9/subject-9.csv","legacy","Melodramatic Milgram","4.0.13","0","n","NA","space","space","space","NA","NA","n","NA","39002.0","NA","22564","24570","4506","NA","NA","39002","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","9","odd","1942296","1425180","1943225","NA","1945778","NA","NA","1482897","1425217","1505467","1478387","NA","1942297","NA","1984836","1425217","1943197","1942287","1942209","NA","1945786","1984789","1945725","NA","1530038","1942287","NA","NA","RESUME ","10","345675.0","10","1920"
